tenant_id,session_id,user_id,timestamp,deployment_type,channel,l1_domain,l2_module,l3_feature,l4_action,l5_deployment_node,duration_ms,success,metadata,feedback_text,churn_label
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:23:12.815Z,cloud,mobile,origination,auth,login,complete,aws-us-east-1,812,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:24:38.982Z,cloud,mobile,origination,loan_engine,income_verification,complete,aws-eu-west-1,3319,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:25:54.781Z,cloud,mobile,origination,bureau,bureau_pull,complete,aws-eu-west-1,11207,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",Clear instructions at every step.,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:27:34.963Z,cloud,mobile,origination,bureau,credit_scoring,complete,aws-eu-west-1,4872,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:29:02.716Z,cloud,mobile,origination,loan_engine,loan_offer_view,complete,aws-us-east-1,2189,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",Approval dashboard is very intuitive.,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:30:43.516Z,cloud,mobile,origination,loan_engine,loan_accept,complete,aws-us-east-1,1280,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",Disbursement was faster than expected.,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,17d8a8f261387e5711b7ea69ed9fef0addd1079d70fae8d0de05ae7b4502ec0d,8283ec22af47ae6a943d9844ec4d0125f68907cc4d5e7cc99ef985e657dd18c8,2026-01-01T02:32:11.235Z,cloud,mobile,origination,loan_engine,disbursement,complete,aws-us-east-1,3289,true,"{""session_index"":0,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,0956adf415f1e92dc4a121784491927f74e0d24f9ee4cb5ef84df151930b9584,d016db3bc125dd1ebc56e58907b53e70a43e91367dc6b01fe1226606f9b82d33,2026-01-02T08:08:08.889Z,cloud,web,origination,auth,login,complete,aws-us-east-1,980,true,"{""session_index"":1,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,0956adf415f1e92dc4a121784491927f74e0d24f9ee4cb5ef84df151930b9584,d016db3bc125dd1ebc56e58907b53e70a43e91367dc6b01fe1226606f9b82d33,2026-01-02T08:09:30.580Z,cloud,web,origination,loan_engine,income_verification,complete,aws-eu-west-1,2731,true,"{""session_index"":1,""tenant"":""Demo Lending Corp A""}",,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,0956adf415f1e92dc4a121784491927f74e0d24f9ee4cb5ef84df151930b9584,d016db3bc125dd1ebc56e58907b53e70a43e91367dc6b01fe1226606f9b82d33,2026-01-02T08:11:05.808Z,cloud,web,origination,kyc_engine,kyc_check,complete,aws-us-east-1,3908,true,"{""session_index"":1,""tenant"":""Demo Lending Corp A""}",Disbursement was faster than expected.,0
3d127f38b20808e3de2ebb01272653a73aea4b322df91732620f4df58c597f3a,0956adf415f1e92dc4a121784491927f74e0d24f9ee4cb5ef84df151930b9584,d016db3bc125dd1ebc56e58907b53e70a43e91367dc6b01fe1226606f9b82d33,2026-01-02T08:12:17.214Z,cloud,web,origination,kyc_engine,doc_upload,complete,aws-us-east-1,8146,true,"{""session_index"":1,""tenant"":""Demo Lending Corp A""}",,0
